WKT,nombre,descripción
"POLYGON ((0.505234 40.532908, 0.527203 40.509453, 0.550245 40.472673, 0.613902 40.495631, 0.687151 40.521509, 0.738399 40.557496, 0.774598 40.601389, 0.832627 40.628784, 0.890109 40.673332, 0.916996 40.701999, 0.889567 40.747042, 0.864113 40.76764, 0.829407 40.793244, 0.775897 40.815019, 0.791325 40.829729, 0.819041 40.846125, 0.884654 40.901794, 0.938728 40.95265, 0.980461 40.976951, 1.077686 41.023709, 1.19293 41.028907, 1.312359 41.078641, 1.408352 41.089134, 1.509455 41.128229, 1.620319 41.135167, 1.84354 41.178671, 1.947434 41.216888, 2.050973 41.223092, 2.232894 41.276819, 2.266965 41.356242, 2.368985 41.436157, 2.649864 41.551473, 2.913252 41.636741, 3.159451 41.799344, 3.265648 41.836738, 3.315171 41.897348, 3.314991 41.946101, 3.293516 42.015772, 3.289174 42.08147, 3.229169 42.133117, 3.191122 42.161757, 3.186963 42.184509, 3.196009 42.200184, 3.253852 42.203785, 3.298447 42.21118, 3.336293 42.227156, 3.353941 42.273276, 3.368345 42.336402, 3.321156 42.376719, 3.250804 42.390293, 3.185527 42.43626, 3.165125 42.434107, 3.155733 42.427899, 3.156917 42.418332, 3.147145 42.407236, 3.144703 42.385632, 3.153446 42.368361, 3.155581 42.353227, 3.171332 42.347111, 3.183219 42.333629, 3.201815 42.329839, 3.22637 42.338811, 3.246959 42.327877, 3.266807 42.325747, 3.281152 42.322713, 3.297596 42.317256, 3.284864 42.309951, 3.278502 42.295241, 3.268723 42.285518, 3.271985 42.274516, 3.267317 42.262922, 3.245587 42.257004, 3.227451 42.257127, 3.211183 42.252305, 3.194644 42.255035, 3.182686 42.268274, 3.162695 42.26906, 3.130046 42.260431, 3.105172 42.215221, 3.100618 42.174085, 3.108601 42.140797, 3.127495 42.116519, 3.15848 42.106717, 3.181134 42.089365, 3.204569 42.062887, 3.188889 42.038314, 3.191983 41.993616, 3.200716 41.973653, 3.222319 41.968293, 3.22263 41.952635, 3.212376 41.942039, 3.205545 41.925207, 3.202346 41.903408, 3.189847 41.897474, 3.174737 41.878287, 3.16035 41.867629, 3.135632 41.855198, 3.098014 41.847231, 3.067649 41.821676, 3.052071 41.804614, 3.037446 41.792411, 2.904886 41.719977, 2.823132 41.70229, 2.764469 41.656134, 2.68757 41.629535, 2.626008 41.614878, 2.409116 41.525655, 2.362623 41.499955, 2.30419 41.482772, 2.256971 41.46662, 2.233735 41.437001, 2.209895 41.419814, 2.189015 41.396757, 2.15726 41.36996, 2.130431 41.311526, 2.097631 41.292885, 2.039353 41.276095, 1.961077 41.269727, 1.887799 41.260594, 1.847829 41.241751, 1.815277 41.240943, 1.775689 41.230614, 1.667866 41.205701, 1.608137 41.196119, 1.56606 41.194523, 1.476765 41.174856, 1.377982 41.142676, 1.271763 41.128706, 1.183114 41.093668, 1.174597 41.082721, 1.169584 41.066705, 1.143226 41.077019, 1.120385 41.079557, 1.085647 41.071548, 1.043712 41.069748, 0.962079 41.030108, 0.930717 41.004204, 0.861557 40.961539, 0.84586 40.933215, 0.816244 40.90332, 0.790926 40.878208, 0.764157 40.861056, 0.742236 40.850519, 0.7337 40.831137, 0.716523 40.822484, 0.695836 40.812259, 0.692265 40.79034, 0.732521 40.758337, 0.795167 40.751782, 0.813558 40.732095, 0.813694 40.727957, 0.860864 40.725511, 0.867631 40.710315, 0.853293 40.6906, 0.828399 40.678404, 0.794084 40.662106, 0.754677 40.648002, 0.737262 40.644901, 0.69858 40.645516, 0.639922 40.630068, 0.599537 40.627854, 0.570809 40.604017, 0.546787 40.579927, 0.524706 40.560935, 0.505234 40.532908))",,
